"","tpv","tpr","fpr","tnr","fnr","ppv","fdr","npv","fors","L.diag","L.pred","L.all","L.eq.diag"
"20",0.316,0.943396226415094,0.377358490566038,0.622641509433962,0.0566037735849057,0.714285714285714,0.285714285714286,0.916666666666667,0.0833333333333333,0.216981132075472,0.18452380952381,0.200752470799641,0.320754716981132
"21",0.319,0.924528301886792,0.377358490566038,0.622641509433962,0.0754716981132075,0.710144927536232,0.289855072463768,0.891891891891892,0.108108108108108,0.226415094339623,0.198981590285938,0.21269834231278,0.30188679245283
"22",0.332,0.924528301886792,0.358490566037736,0.641509433962264,0.0754716981132075,0.720588235294118,0.279411764705882,0.894736842105263,0.105263157894737,0.216981132075472,0.19233746130031,0.204659296687891,0.283018867924528
"23",0.374,0.924528301886792,0.339622641509434,0.660377358490566,0.0754716981132075,0.73134328358209,0.26865671641791,0.897435897435897,0.102564102564103,0.207547169811321,0.185610409491006,0.196578789651164,0.264150943396226
"24",0.399,0.924528301886792,0.320754716981132,0.679245283018868,0.0754716981132075,0.742424242424242,0.257575757575758,0.9,0.1,0.19811320754717,0.178787878787879,0.188450543167524,0.245283018867925
"25",0.4,0.924528301886792,0.30188679245283,0.69811320754717,0.0754716981132075,0.753846153846154,0.246153846153846,0.902439024390244,0.0975609756097561,0.188679245283019,0.171857410881801,0.18026832808241,0.226415094339623
"26",0.425,0.924528301886792,0.283018867924528,0.716981132075472,0.0754716981132075,0.765625,0.234375,0.904761904761905,0.0952380952380952,0.179245283018868,0.164806547619048,0.172025915318958,0.207547169811321
"27",0.432,0.886792452830189,0.283018867924528,0.716981132075472,0.113207547169811,0.758064516129032,0.241935483870968,0.863636363636364,0.136363636363636,0.19811320754717,0.189149560117302,0.193631383832236,0.169811320754717
"28",0.493,0.886792452830189,0.264150943396226,0.735849056603774,0.113207547169811,0.770491803278688,0.229508196721311,0.866666666666667,0.133333333333333,0.188679245283019,0.181420765027322,0.185050005155171,0.150943396226415
"29",0.495,0.886792452830189,0.245283018867925,0.754716981132076,0.113207547169811,0.783333333333333,0.216666666666667,0.869565217391304,0.130434782608696,0.179245283018868,0.173550724637681,0.176398003828275,0.132075471698113
"30",0.534,0.886792452830189,0.226415094339623,0.773584905660377,0.113207547169811,0.796610169491525,0.203389830508475,0.872340425531915,0.127659574468085,0.169811320754717,0.16552470248828,0.167668011621498,0.113207547169811
"31",0.557,0.867924528301887,0.226415094339623,0.773584905660377,0.132075471698113,0.793103448275862,0.206896551724138,0.854166666666667,0.145833333333333,0.179245283018868,0.176364942528736,0.177805112773802,0.0943396226415094
"32",0.566,0.849056603773585,0.226415094339623,0.773584905660377,0.150943396226415,0.789473684210526,0.210526315789474,0.836734693877551,0.163265306122449,0.188679245283019,0.186895810955961,0.18778752811949,0.0754716981132075
"33",0.6,0.849056603773585,0.207547169811321,0.792452830188679,0.150943396226415,0.803571428571429,0.196428571428571,0.84,0.16,0.179245283018868,0.178214285714286,0.178729784366577,0.0566037735849056
"34",0.605,0.849056603773585,0.188679245283019,0.811320754716981,0.150943396226415,0.818181818181818,0.181818181818182,0.843137254901961,0.156862745098039,0.169811320754717,0.169340463458111,0.169575892106414,0.0377358490566038
"35",0.607,0.849056603773585,0.169811320754717,0.830188679245283,0.150943396226415,0.833333333333333,0.166666666666667,0.846153846153846,0.153846153846154,0.160377358490566,0.16025641025641,0.160316884373488,0.0188679245283019
"36",0.637,0.830188679245283,0.169811320754717,0.830188679245283,0.169811320754717,0.830188679245283,0.169811320754717,0.830188679245283,0.169811320754717,0.169811320754717,0.169811320754717,0.169811320754717,0
"37",0.657,0.811320754716981,0.150943396226415,0.849056603773585,0.188679245283019,0.843137254901961,0.156862745098039,0.818181818181818,0.181818181818182,0.169811320754717,0.169340463458111,0.169575892106414,0.0377358490566038
"38",0.687,0.811320754716981,0.132075471698113,0.867924528301887,0.188679245283019,0.86,0.14,0.821428571428571,0.178571428571429,0.160377358490566,0.159285714285714,0.15983153638814,0.0566037735849056
"39",0.698,0.792452830188679,0.132075471698113,0.867924528301887,0.207547169811321,0.857142857142857,0.142857142857143,0.807017543859649,0.192982456140351,0.169811320754717,0.167919799498747,0.168865560126732,0.0754716981132075
"40",0.713,0.773584905660377,0.132075471698113,0.867924528301887,0.226415094339623,0.854166666666667,0.145833333333333,0.793103448275862,0.206896551724138,0.179245283018868,0.176364942528736,0.177805112773802,0.0943396226415094
"41",0.723,0.735849056603774,0.132075471698113,0.867924528301887,0.264150943396226,0.847826086956522,0.152173913043478,0.766666666666667,0.233333333333333,0.19811320754717,0.192753623188406,0.195433415367788,0.132075471698113
"42",0.738,0.735849056603774,0.113207547169811,0.886792452830189,0.264150943396226,0.866666666666667,0.133333333333333,0.770491803278688,0.229508196721311,0.188679245283019,0.181420765027322,0.185050005155171,0.150943396226415
"43",0.756,0.735849056603774,0.0943396226415094,0.905660377358491,0.264150943396226,0.886363636363636,0.113636363636364,0.774193548387097,0.225806451612903,0.179245283018868,0.169721407624633,0.174483345321751,0.169811320754717
"44",0.771,0.716981132075472,0.0754716981132075,0.924528301886792,0.283018867924528,0.904761904761905,0.0952380952380952,0.765625,0.234375,0.179245283018868,0.164806547619048,0.172025915318958,0.207547169811321
"45",0.788,0.622641509433962,0.0754716981132075,0.924528301886792,0.377358490566038,0.891891891891892,0.108108108108108,0.710144927536232,0.289855072463768,0.226415094339623,0.198981590285938,0.21269834231278,0.30188679245283
"46",0.805,0.622641509433962,0.0566037735849057,0.943396226415094,0.377358490566038,0.916666666666667,0.0833333333333333,0.714285714285714,0.285714285714286,0.216981132075472,0.18452380952381,0.200752470799641,0.320754716981132
"47",0.807,0.584905660377358,0.0566037735849057,0.943396226415094,0.415094339622642,0.911764705882353,0.0882352941176471,0.694444444444444,0.305555555555556,0.235849056603774,0.196895424836601,0.216372240720187,0.358490566037736
"48",0.816,0.547169811320755,0.0566037735849057,0.943396226415094,0.452830188679245,0.90625,0.09375,0.675675675675676,0.324324324324324,0.254716981132075,0.209037162162162,0.231877071647119,0.39622641509434
"49",0.817,0.528301886792453,0.0377358490566038,0.962264150943396,0.471698113207547,0.933333333333333,0.0666666666666667,0.671052631578947,0.328947368421053,0.254716981132075,0.19780701754386,0.226261999337968,0.433962264150943
"50",0.819,0.490566037735849,0.0377358490566038,0.962264150943396,0.509433962264151,0.928571428571429,0.0714285714285714,0.653846153846154,0.346153846153846,0.273584905660377,0.208791208791209,0.241188057225793,0.471698113207547
"51",0.823,0.471698113207547,0.0377358490566038,0.962264150943396,0.528301886792453,0.925925925925926,0.0740740740740741,0.645569620253165,0.354430379746835,0.283018867924528,0.214252226910455,0.248635547417492,0.490566037735849
"52",0.824,0.452830188679245,0.0377358490566038,0.962264150943396,0.547169811320755,0.923076923076923,0.0769230769230769,0.6375,0.3625,0.292452830188679,0.219711538461538,0.256082184325109,0.509433962264151
"53",0.827,0.433962264150943,0.0377358490566038,0.962264150943396,0.566037735849057,0.92,0.08,0.62962962962963,0.37037037037037,0.30188679245283,0.225185185185185,0.263535988819008,0.528301886792453
"54",0.831,0.415094339622642,0.0377358490566038,0.962264150943396,0.584905660377358,0.916666666666667,0.0833333333333333,0.621951219512195,0.378048780487805,0.311320754716981,0.230691056910569,0.271005905813775,0.547169811320755
"55",0.835,0.39622641509434,0.0377358490566038,0.962264150943396,0.60377358490566,0.91304347826087,0.0869565217391304,0.614457831325301,0.385542168674699,0.320754716981132,0.236249345206915,0.278502031094023,0.566037735849057
"56",0.836,0.377358490566038,0.0377358490566038,0.962264150943396,0.622641509433962,0.909090909090909,0.0909090909090909,0.607142857142857,0.392857142857143,0.330188679245283,0.241883116883117,0.2860358980642,0.584905660377358
"57",0.842,0.320754716981132,0.0377358490566038,0.962264150943396,0.679245283018868,0.894736842105263,0.105263157894737,0.586206896551724,0.413793103448276,0.358490566037736,0.259528130671506,0.309009348354621,0.641509433962264
"58",0.85,0.30188679245283,0.0377358490566038,0.962264150943396,0.69811320754717,0.888888888888889,0.111111111111111,0.579545454545455,0.420454545454545,0.367924528301887,0.265782828282828,0.316853678292358,0.660377358490566
"59",0.852,0.283018867924528,0.0377358490566038,0.962264150943396,0.716981132075472,0.882352941176471,0.117647058823529,0.573033707865168,0.426966292134831,0.377358490566038,0.27230667547918,0.324832583022609,0.679245283018868
"60",0.857,0.226415094339623,0.0377358490566038,0.962264150943396,0.773584905660377,0.857142857142857,0.142857142857143,0.554347826086957,0.445652173913043,0.405660377358491,0.294254658385093,0.349957517871792,0.735849056603774
"61",0.861,0.169811320754717,0.0377358490566038,0.962264150943396,0.830188679245283,0.818181818181818,0.181818181818182,0.536842105263158,0.463157894736842,0.433962264150943,0.322488038277512,0.378225151214228,0.792452830188679
"62",0.868,0.169811320754717,0.0188679245283019,0.981132075471698,0.830188679245283,0.9,0.1,0.541666666666667,0.458333333333333,0.424528301886792,0.279166666666667,0.35184748427673,0.811320754716981
"63",0.873,0.150943396226415,0.0188679245283019,0.981132075471698,0.849056603773585,0.888888888888889,0.111111111111111,0.536082474226804,0.463917525773196,0.433962264150943,0.287514318442153,0.360738291296548,0.830188679245283
"64",0.885,0.150943396226415,0,1,0.849056603773585,1,0,0.540816326530612,0.459183673469388,0.424528301886792,0.229591836734694,0.327060069310743,0.849056603773585
"65",0.887,0.132075471698113,0,1,0.867924528301887,1,0,0.535353535353535,0.464646464646465,0.433962264150943,0.232323232323232,0.333142748237088,0.867924528301887
"66",0.896,0.0566037735849057,0,1,0.943396226415094,1,0,0.514563106796116,0.485436893203884,0.471698113207547,0.242718446601942,0.357208279904744,0.943396226415094
